err,prob,
0.0914311,0.00796347,
0.0920344,0.00798145,
0.0921331,0.00799942,
0.0922923,0.0080174,
0.0928652,0.00803538,
0.0929564,0.00805335,
0.0932096,0.00807133,
0.0932677,0.00808931,
0.0933263,0.00810728,
0.0939367,0.00812526,
0.0943686,0.00814323,
0.094441,0.00816121,
0.0944855,0.00817919,
0.0946242,0.00819716,
0.0949135,0.00821514,
0.0953363,0.00823312,
0.0953444,0.00825109,
0.0956487,0.00826907,
0.0958015,0.00828704,
0.0959371,0.00830502,
0.0961001,0.008323,
0.0962942,0.00834097,
0.0966649,0.00835895,
0.0970703,0.00837693,
0.0975,0.0083949,
0.0975377,0.00841288,
0.0977859,0.00843085,
0.0979626,0.00844883,
0.0980435,0.00846681,
0.0981015,0.00848478,
0.0981127,0.00850276,
0.098459,0.00852074,
0.0984729,0.00853871,
0.098973,0.00855669,
0.0989997,0.00857466,
0.0993396,0.00859264,
0.0993647,0.00861062,
0.0994188,0.00862859,
0.0997991,0.00864657,
0.0999499,0.00866455,
0.0999989,0.00868252,
0.10004,0.0087005,
0.100086,0.00871847,
0.100353,0.00873645,
0.100378,0.00875443,
0.100459,0.0087724,
0.100562,0.00879038,
0.100675,0.00880836,
0.100827,0.00882633,
0.101069,0.00884431,
0.101177,0.00886228,
0.101376,0.00888026,
0.101432,0.00889824,
0.101456,0.00891621,
0.101629,0.00893419,
0.101751,0.00895217,
0.101796,0.00897014,
0.102061,0.00898812,
0.102074,0.00900609,
0.10227,0.00902407,
0.102346,0.00904205,
0.102419,0.00906002,
0.102478,0.009078,
0.102526,0.00909598,
0.102573,0.00911395,
0.102929,0.00913193,
0.103053,0.0091499,
0.103161,0.00916788,
0.103183,0.00918586,
0.103283,0.00920383,
0.103731,0.00922181,
0.103832,0.00923979,
0.10405,0.00925776,
0.104261,0.00927574,
0.104284,0.00929371,
0.104351,0.00931169,
0.104513,0.00932967,
0.104607,0.00934764,
0.104627,0.00936562,
0.104629,0.00938359,
0.104854,0.00940157,
0.105012,0.00941955,
0.10509,0.00943752,
0.105273,0.0094555,
0.105351,0.00947348,
0.105562,0.00949145,
0.105578,0.00950943,
0.105681,0.0095274,
0.106014,0.00954538,
0.106263,0.00956336,
0.106466,0.00958133,
0.106656,0.00959931,
0.106847,0.00961729,
0.106867,0.00963526,
0.10708,0.00965324,
0.107162,0.00967121,
0.107164,0.00968919,
0.107659,0.00970717,
0.10784,0.00972514,
0.108069,0.00974312,
0.108167,0.0097611,
0.108573,0.00977907,
0.10873,0.00979705,
0.108755,0.00981502,
0.108948,0.009833,
0.10907,0.00985098,
0.109284,0.00986895,
0.109296,0.00988693,
0.109633,0.00990491,
0.109936,0.00992288,
0.110032,0.00994086,
0.110341,0.00995883,
0.110441,0.00997681,
0.110577,0.00999479,
0.110765,0.0100128,
0.110823,0.0100307,
0.110844,0.0100487,
0.111143,0.0100667,
0.11122,0.0100847,
0.11125,0.0101026,
0.111685,0.0101206,
0.111855,0.0101386,
0.111999,0.0101566,
0.1123,0.0101745,
0.112309,0.0101925,
0.11243,0.0102105,
0.112476,0.0102285,
0.112692,0.0102465,
0.112708,0.0102644,
0.112871,0.0102824,
0.112941,0.0103004,
0.112967,0.0103184,
0.113341,0.0103363,
0.113622,0.0103543,
0.114571,0.0103723,
0.114632,0.0103903,
0.114745,0.0104082,
0.114774,0.0104262,
0.114947,0.0104442,
0.115181,0.0104622,
0.115321,0.0104801,
0.115411,0.0104981,
0.115517,0.0105161,
0.115749,0.0105341,
0.115951,0.0105521,
0.115956,0.01057,
0.116292,0.010588,
0.116387,0.010606,
0.11654,0.010624,
0.116575,0.0106419,
0.116704,0.0106599,
0.116722,0.0106779,
0.116752,0.0106959,
0.116781,0.0107138,
0.117066,0.0107318,
0.117135,0.0107498,
0.117148,0.0107678,
0.117216,0.0107857,
0.117227,0.0108037,
0.117277,0.0108217,
0.117436,0.0108397,
0.117863,0.0108576,
0.117904,0.0108756,
0.118102,0.0108936,
0.118377,0.0109116,
0.118744,0.0109296,
0.118787,0.0109475,
0.118979,0.0109655,
0.119064,0.0109835,
0.119295,0.0110015,
0.119402,0.0110194,
0.119548,0.0110374,
0.119567,0.0110554,
0.119784,0.0110734,
0.119789,0.0110913,
0.119917,0.0111093,
0.120005,0.0111273,
0.120119,0.0111453,
0.120196,0.0111632,
0.120281,0.0111812,
0.120748,0.0111992,
0.120803,0.0112172,
0.120832,0.0112351,
0.120924,0.0112531,
0.120942,0.0112711,
0.120942,0.0112891,
0.121275,0.0113071,
0.121509,0.011325,
0.121682,0.011343,
0.121775,0.011361,
0.121991,0.011379,
0.122061,0.0113969,
0.122064,0.0114149,
0.122093,0.0114329,
0.122147,0.0114509,
0.122418,0.0114688,
0.122434,0.0114868,
0.122785,0.0115048,
0.122803,0.0115228,
0.12337,0.0115407,
0.123492,0.0115587,
0.12361,0.0115767,
0.123728,0.0115947,
0.123782,0.0116126,
0.123822,0.0116306,
0.123871,0.0116486,
0.123948,0.0116666,
0.124098,0.0116846,
0.124146,0.0117025,
0.124779,0.0117205,
0.125066,0.0117385,
0.125189,0.0117565,
0.125442,0.0117744,
0.125445,0.0117924,
0.12613,0.0118104,
0.126249,0.0118284,
0.126385,0.0118463,
0.126405,0.0118643,
0.126423,0.0118823,
0.1266,0.0119003,
0.12679,0.0119182,
0.126795,0.0119362,
0.126842,0.0119542,
0.127467,0.0119722,
0.127635,0.0119901,
0.127662,0.0120081,
0.12778,0.0120261,
0.127796,0.0120441,
0.128003,0.0120621,
0.128432,0.01208,
0.128494,0.012098,
0.128855,0.012116,
0.129291,0.012134,
0.129298,0.0121519,
0.129645,0.0121699,
0.130438,0.0121879,
0.131169,0.0122059,
0.131529,0.0122238,
0.13161,0.0122418,
0.132052,0.0122598,
0.132057,0.0122778,
0.132094,0.0122957,
0.132558,0.0123137,
0.132739,0.0123317,
0.13284,0.0123497,
0.133399,0.0123676,
0.133404,0.0123856,
0.133707,0.0124036,
0.134026,0.0124216,
0.134114,0.0124396,
0.134328,0.0124575,
0.134332,0.0124755,
0.134421,0.0124935,
0.135067,0.0125115,
0.135082,0.0125294,
0.135202,0.0125474,
0.135239,0.0125654,
0.135568,0.0125834,
0.135582,0.0126013,
0.136007,0.0126193,
0.136187,0.0126373,
0.136216,0.0126553,
0.136397,0.0126732,
0.136415,0.0126912,
0.136572,0.0127092,
0.136665,0.0127272,
0.136703,0.0127452,
0.136968,0.0127631,
0.137039,0.0127811,
0.13715,0.0127991,
0.137204,0.0128171,
0.137284,0.012835,
0.137285,0.012853,
0.137604,0.012871,
0.137677,0.012889,
0.137729,0.0129069,
0.137927,0.0129249,
0.138363,0.0129429,
0.138421,0.0129609,
0.13847,0.0129788,
0.138587,0.0129968,
0.138596,0.0130148,
0.138641,0.0130328,
0.138647,0.0130507,
0.138657,0.0130687,
0.138661,0.0130867,
0.138689,0.0131047,
0.13877,0.0131227,
0.139083,0.0131406,
0.139156,0.0131586,
0.139309,0.0131766,
0.139354,0.0131946,
0.139586,0.0132125,
0.139642,0.0132305,
0.139764,0.0132485,
0.139895,0.0132665,
0.139987,0.0132844,
0.139988,0.0133024,
0.14002,0.0133204,
0.140069,0.0133384,
0.140135,0.0133563,
0.140664,0.0133743,
0.140781,0.0133923,
0.141285,0.0134103,
0.141824,0.0134282,
0.141828,0.0134462,
0.141855,0.0134642,
0.141909,0.0134822,
0.142041,0.0135002,
0.142543,0.0135181,
0.142544,0.0135361,
0.142925,0.0135541,
0.142952,0.0135721,
0.14328,0.01359,
0.143335,0.013608,
0.14335,0.013626,
0.14344,0.013644,
0.143681,0.0136619,
0.143752,0.0136799,
0.144017,0.0136979,
0.144043,0.0137159,
0.144133,0.0137338,
0.144158,0.0137518,
0.144197,0.0137698,
0.144243,0.0137878,
0.144429,0.0138057,
0.144597,0.0138237,
0.144637,0.0138417,
0.144726,0.0138597,
0.144772,0.0138777,
0.145458,0.0138956,
0.145662,0.0139136,
0.146357,0.0139316,
0.146468,0.0139496,
0.146687,0.0139675,
0.146782,0.0139855,
0.146883,0.0140035,
0.14691,0.0140215,
0.146993,0.0140394,
0.147282,0.0140574,
0.147295,0.0140754,
0.147355,0.0140934,
0.14751,0.0141113,
0.147555,0.0141293,
0.147583,0.0141473,
0.147617,0.0141653,
0.147653,0.0141832,
0.147703,0.0142012,
0.147954,0.0142192,
0.148024,0.0142372,
0.148117,0.0142552,
0.148129,0.0142731,
0.148175,0.0142911,
0.148187,0.0143091,
0.148204,0.0143271,
0.148209,0.014345,
0.148894,0.014363,
0.148903,0.014381,
0.149011,0.014399,
0.149475,0.0144169,
0.149478,0.0144349,
0.14957,0.0144529,
0.149868,0.0144709,
0.1499,0.0144888,
0.150563,0.0145068,
0.150727,0.0145248,
0.150931,0.0145428,
0.151285,0.0145608,
0.151501,0.0145787,
0.151594,0.0145967,
0.151702,0.0146147,
0.151783,0.0146327,
0.15179,0.0146506,
0.152023,0.0146686,
0.15226,0.0146866,
0.152287,0.0147046,
0.152503,0.0147225,
0.152507,0.0147405,
0.152561,0.0147585,
0.153432,0.0147765,
0.153821,0.0147944,
0.153823,0.0148124,
0.153843,0.0148304,
0.153846,0.0148484,
0.154387,0.0148663,
0.154674,0.0148843,
0.15485,0.0149023,
0.155089,0.0149203,
0.155336,0.0149383,
0.155431,0.0149562,
0.15544,0.0149742,
0.155988,0.0149922,
0.156249,0.0150102,
0.156722,0.0150281,
0.156763,0.0150461,
0.156846,0.0150641,
0.157179,0.0150821,
0.15732,0.0151,
0.157474,0.015118,
0.157569,0.015136,
0.158238,0.015154,
0.158418,0.0151719,
0.158543,0.0151899,
0.158619,0.0152079,
0.158796,0.0152259,
0.158948,0.0152438,
0.159223,0.0152618,
0.159275,0.0152798,
0.159585,0.0152978,
0.159655,0.0153158,
0.159785,0.0153337,
0.159899,0.0153517,
0.160201,0.0153697,
0.160665,0.0153877,
0.16091,0.0154056,
0.161158,0.0154236,
0.161237,0.0154416,
0.161392,0.0154596,
0.161868,0.0154775,
0.162154,0.0154955,
0.162458,0.0155135,
0.162727,0.0155315,
0.162788,0.0155494,
0.162831,0.0155674,
0.163197,0.0155854,
0.163317,0.0156034,
0.163552,0.0156213,
0.163721,0.0156393,
0.163955,0.0156573,
0.164001,0.0156753,
0.164424,0.0156933,
0.164662,0.0157112,
0.164739,0.0157292,
0.165391,0.0157472,
0.165394,0.0157652,
0.16557,0.0157831,
0.165761,0.0158011,
0.165976,0.0158191,
0.166013,0.0158371,
0.166393,0.015855,
0.166498,0.015873,
0.166581,0.015891,
0.166645,0.015909,
0.166846,0.0159269,
0.167133,0.0159449,
0.167206,0.0159629,
0.167391,0.0159809,
0.16766,0.0159988,
0.16791,0.0160168,
0.169153,0.0160348,
0.169278,0.0160528,
0.169602,0.0160708,
0.169768,0.0160887,
0.169968,0.0161067,
0.170122,0.0161247,
0.170133,0.0161427,
0.170446,0.0161606,
0.1717,0.0161786,
0.171708,0.0161966,
0.171972,0.0162146,
0.173162,0.0162325,
0.17351,0.0162505,
0.173723,0.0162685,
0.173878,0.0162865,
0.174124,0.0163044,
0.174128,0.0163224,
0.174424,0.0163404,
0.174697,0.0163584,
0.174755,0.0163764,
0.174942,0.0163943,
0.175081,0.0164123,
0.175172,0.0164303,
0.175316,0.0164483,
0.175451,0.0164662,
0.175512,0.0164842,
0.175517,0.0165022,
0.175573,0.0165202,
0.17561,0.0165381,
0.175645,0.0165561,
0.176464,0.0165741,
0.176666,0.0165921,
0.177204,0.01661,
0.177396,0.016628,
0.177725,0.016646,
0.177912,0.016664,
0.178043,0.0166819,
0.178606,0.0166999,
0.178744,0.0167179,
0.178834,0.0167359,
0.178972,0.0167539,
0.179155,0.0167718,
0.179336,0.0167898,
0.179515,0.0168078,
0.180006,0.0168258,
0.180702,0.0168437,
0.180807,0.0168617,
0.180903,0.0168797,
0.181367,0.0168977,
0.181455,0.0169156,
0.181745,0.0169336,
0.181759,0.0169516,
0.181809,0.0169696,
0.182018,0.0169875,
0.182133,0.0170055,
0.182513,0.0170235,
0.182603,0.0170415,
0.18278,0.0170594,
0.183084,0.0170774,
0.183253,0.0170954,
0.183317,0.0171134,
0.183345,0.0171314,
0.183539,0.0171493,
0.183632,0.0171673,
0.183692,0.0171853,
0.184117,0.0172033,
0.184462,0.0172212,
0.184463,0.0172392,
0.184892,0.0172572,
0.18522,0.0172752,
0.185481,0.0172931,
0.185756,0.0173111,
0.185759,0.0173291,
0.185843,0.0173471,
0.185949,0.017365,
0.18624,0.017383,
0.186318,0.017401,
0.186586,0.017419,
0.186804,0.0174369,
0.186873,0.0174549,
0.187106,0.0174729,
0.187402,0.0174909,
0.187735,0.0175089,
0.187795,0.0175268,
0.188158,0.0175448,
0.188612,0.0175628,
0.18916,0.0175808,
0.190413,0.0175987,
0.190552,0.0176167,
0.190594,0.0176347,
0.190716,0.0176527,
0.190867,0.0176706,
0.191081,0.0176886,
0.191233,0.0177066,
0.191464,0.0177246,
0.191551,0.0177425,
0.191597,0.0177605,
0.191817,0.0177785,
0.19188,0.0177965,
0.191887,0.0178144,
0.191963,0.0178324,
0.19201,0.0178504,
0.192977,0.0178684,
0.193127,0.0178864,
0.193199,0.0179043,
0.193249,0.0179223,
0.193285,0.0179403,
0.19333,0.0179583,
0.193347,0.0179762,
0.193678,0.0179942,
0.193884,0.0180122,
0.194056,0.0180302,
0.194065,0.0180481,
0.194103,0.0180661,
0.194122,0.0180841,
0.194216,0.0181021,
0.194835,0.01812,
0.194982,0.018138,
0.196272,0.018156,
0.196571,0.018174,
0.196584,0.018192,
0.196722,0.0182099,
0.196892,0.0182279,
0.196934,0.0182459,
0.196953,0.0182639,
0.197023,0.0182818,
0.197368,0.0182998,
0.197378,0.0183178,
0.197504,0.0183358,
0.197858,0.0183537,
0.197891,0.0183717,
0.198496,0.0183897,
0.198536,0.0184077,
0.19861,0.0184256,
0.198897,0.0184436,
0.19892,0.0184616,
0.199048,0.0184796,
0.199096,0.0184975,
0.199173,0.0185155,
0.19922,0.0185335,
0.199405,0.0185515,
0.199535,0.0185695,
0.199711,0.0185874,
0.200593,0.0186054,
0.200825,0.0186234,
0.200935,0.0186414,
0.201438,0.0186593,
0.20156,0.0186773,
0.201775,0.0186953,
0.201903,0.0187133,
0.201936,0.0187312,
0.202909,0.0187492,
0.20298,0.0187672,
0.203089,0.0187852,
0.203911,0.0188031,
0.204303,0.0188211,
0.204858,0.0188391,
0.204925,0.0188571,
0.205091,0.018875,
0.205203,0.018893,
0.205584,0.018911,
0.205654,0.018929,
0.206296,0.018947,
0.207146,0.0189649,
0.207579,0.0189829,
0.207656,0.0190009,
0.207668,0.0190189,
0.207919,0.0190368,
0.208048,0.0190548,
0.208522,0.0190728,
0.20882,0.0190908,
0.209095,0.0191087,
0.209122,0.0191267,
0.209194,0.0191447,
0.209298,0.0191627,
0.209433,0.0191806,
0.209721,0.0191986,
0.20979,0.0192166,
0.209924,0.0192346,
0.209937,0.0192525,
0.210211,0.0192705,
0.210313,0.0192885,
0.210548,0.0193065,
0.210753,0.0193245,
0.210901,0.0193424,
0.211059,0.0193604,
0.211065,0.0193784,
0.211081,0.0193964,
0.211191,0.0194143,
0.211529,0.0194323,
0.211844,0.0194503,
0.212047,0.0194683,
0.212056,0.0194862,
0.212284,0.0195042,
0.213157,0.0195222,
0.213292,0.0195402,
0.213646,0.0195581,
0.213659,0.0195761,
0.213859,0.0195941,
0.214063,0.0196121,
0.21415,0.01963,
0.214187,0.019648,
0.214422,0.019666,
0.214422,0.019684,
0.214525,0.019702,
0.21479,0.0197199,
0.214897,0.0197379,
0.215002,0.0197559,
0.215135,0.0197739,
0.215389,0.0197918,
0.215474,0.0198098,
0.215702,0.0198278,
0.216051,0.0198458,
0.216318,0.0198637,
0.21662,0.0198817,
0.216727,0.0198997,
0.2171,0.0199177,
0.217106,0.0199356,
0.217542,0.0199536,
0.217731,0.0199716,
0.217777,0.0199896,
0.217881,0.0200076,
0.218185,0.0200255,
0.21824,0.0200435,
0.218244,0.0200615,
0.218758,0.0200795,
0.218901,0.0200974,
0.219172,0.0201154,
0.219591,0.0201334,
0.219626,0.0201514,
0.219791,0.0201693,
0.220147,0.0201873,
0.220222,0.0202053,
0.220395,0.0202233,
0.220483,0.0202412,
0.220567,0.0202592,
0.220698,0.0202772,
0.221099,0.0202952,
0.221107,0.0203131,
0.221255,0.0203311,
0.22127,0.0203491,
